station_id,window_start_vehicle,window_end_vehicle,window_start_time,window_end_time,n_observations,anomaly_score,anomaly_status,key_signals
S27,1,20,2026-01-05 06:36:24.760303,2026-01-05 07:05:14.950631,20,0.3067,LOW,none
S27,21,40,2026-01-05 07:06:13.154548,2026-01-05 07:34:49.618373,20,0.3609,LOW,none
S27,41,60,2026-01-05 07:36:36.799656,2026-01-05 08:05:34.942485,20,0.3321,LOW,none
S27,61,80,2026-01-05 08:06:06.702150,2026-01-05 08:35:05.708687,20,0.4077,LOW,none
S27,81,100,2026-01-05 08:36:54.258293,2026-01-05 09:04:54.893725,20,0.3317,LOW,none
S27,101,120,2026-01-05 09:07:05.594644,2026-01-05 09:34:45.269867,20,0.3487,LOW,none
S27,121,140,2026-01-05 09:36:43.066756,2026-01-05 10:05:34.486317,20,0.4606,MEDIUM,queue_length variability increasing
S27,141,160,2026-01-05 10:06:29.569853,2026-01-05 10:35:20.854744,20,0.3736,LOW,none
S27,161,180,2026-01-05 10:36:45.829353,2026-01-05 11:04:52.053473,20,0.4156,LOW,none
S27,181,200,2026-01-05 11:06:10.840838,2026-01-05 11:35:16.930143,20,0.418,LOW,none
S27,201,220,2026-01-05 11:37:49.130887,2026-01-05 12:05:38.555922,20,0.4016,LOW,none
S27,221,240,2026-01-05 12:07:09.757047,2026-01-05 12:35:22.051660,20,0.2968,LOW,none
S27,241,260,2026-01-05 12:37:06.449608,2026-01-05 13:05:18.776145,20,0.389,LOW,none
S27,261,280,2026-01-05 13:06:58.899390,2026-01-05 13:35:40.339945,20,0.3778,LOW,none
S27,281,300,2026-01-05 13:36:56.606909,2026-01-05 14:04:44.454649,20,0.3341,LOW,none
S27,301,320,2026-01-05 14:06:36.656894,2026-01-05 14:36:36.077224,20,0.3877,LOW,none
S27,321,340,2026-01-05 14:36:58.440589,2026-01-05 15:05:04.772654,20,0.3937,LOW,none
S27,341,360,2026-01-05 15:06:35.766924,2026-01-05 15:35:49.073613,20,0.3507,LOW,none
S27,361,380,2026-01-05 15:37:24.836595,2026-01-05 16:04:38.425896,20,0.4334,MEDIUM,none
S27,381,400,2026-01-05 16:06:42.539984,2026-01-05 16:36:01.051457,20,0.2803,LOW,none
S28,1,20,2026-01-05 06:37:35.067346,2026-01-05 07:06:20.285295,20,0.3043,LOW,none
S28,21,40,2026-01-05 07:07:23.126314,2026-01-05 07:36:03.742307,20,0.2845,LOW,none
S28,41,60,2026-01-05 07:37:45.921283,2026-01-05 08:06:49.366828,20,0.3059,LOW,none
S28,61,80,2026-01-05 08:07:03.825764,2026-01-05 08:36:09.231329,20,0.3502,LOW,none
S28,81,100,2026-01-05 08:38:05.164312,2026-01-05 09:06:05.454523,20,0.3653,LOW,none
S28,101,120,2026-01-05 09:08:10.625316,2026-01-05 09:35:57.376740,20,0.251,LOW,none
S28,121,140,2026-01-05 09:37:48.883510,2026-01-05 10:06:39.290217,20,0.3204,LOW,none
S28,141,160,2026-01-05 10:07:43.878795,2026-01-05 10:36:28.496287,20,0.2708,LOW,none
S28,161,180,2026-01-05 10:37:49.432572,2026-01-05 11:06:04.941792,20,0.2394,LOW,none
S28,181,200,2026-01-05 11:07:23.975927,2026-01-05 11:36:21.765664,20,0.395,MEDIUM,none
S28,201,220,2026-01-05 11:38:58.229364,2026-01-05 12:06:56.721937,20,0.3256,LOW,none
S28,221,240,2026-01-05 12:08:16.740816,2026-01-05 12:36:35.387780,20,0.2974,LOW,none
S28,241,260,2026-01-05 12:38:21.302159,2026-01-05 13:06:24.595403,20,0.3092,LOW,none
S28,261,280,2026-01-05 13:08:09.258943,2026-01-05 13:36:53.205587,20,0.2986,LOW,none
S28,281,300,2026-01-05 13:38:12.249998,2026-01-05 14:05:55.970532,20,0.3563,LOW,none
S28,301,320,2026-01-05 14:07:52.539194,2026-01-05 14:37:46.919888,20,0.312,LOW,none
S28,321,340,2026-01-05 14:38:13.052977,2026-01-05 15:06:13.650320,20,0.3294,LOW,none
S28,341,360,2026-01-05 15:07:45.211793,2026-01-05 15:36:59.536182,20,0.3848,LOW,none
S28,361,380,2026-01-05 15:38:37.729393,2026-01-05 16:05:43.461214,20,0.3143,LOW,none
S28,381,400,2026-01-05 16:07:55.533606,2026-01-05 16:37:12.403613,20,0.2378,LOW,none
S29,1,20,2026-01-05 06:38:44.197618,2026-01-05 07:07:33.398761,20,0.3197,LOW,none
S29,21,40,2026-01-05 07:08:37.798294,2026-01-05 07:37:18.473652,20,0.3672,LOW,none
S29,41,60,2026-01-05 07:38:54.798483,2026-01-05 08:08:00.312792,20,0.2921,LOW,none
S29,61,80,2026-01-05 08:08:21.696593,2026-01-05 08:37:25.978424,20,0.3779,LOW,none
S29,81,100,2026-01-05 08:39:07.278093,2026-01-05 09:07:22.971245,20,0.2485,LOW,none
S29,101,120,2026-01-05 09:09:26.940820,2026-01-05 09:37:09.867785,20,0.3242,LOW,none
S29,121,140,2026-01-05 09:39:07.858566,2026-01-05 10:07:55.207431,20,0.3352,LOW,none
S29,141,160,2026-01-05 10:08:56.641715,2026-01-05 10:37:44.796052,20,0.3128,LOW,none
S29,161,180,2026-01-05 10:39:03.204802,2026-01-05 11:07:13.279006,20,0.3127,LOW,none
S29,181,200,2026-01-05 11:08:34.022890,2026-01-05 11:37:36.642344,20,0.2564,LOW,none
S29,201,220,2026-01-05 11:40:09.290067,2026-01-05 12:08:08.519303,20,0.3518,LOW,none
S29,221,240,2026-01-05 12:09:34.989629,2026-01-05 12:37:50.374319,20,0.362,LOW,none
S29,241,260,2026-01-05 12:39:29.966623,2026-01-05 13:07:37.535987,20,0.3816,LOW,none
S29,261,280,2026-01-05 13:09:24.648653,2026-01-05 13:38:01.302458,20,0.3736,LOW,none
S29,281,300,2026-01-05 13:39:22.327587,2026-01-05 14:07:14.016017,20,0.2559,LOW,none
S29,301,320,2026-01-05 14:09:10.551714,2026-01-05 14:38:45.867158,20,0.2835,LOW,none
S29,321,340,2026-01-05 14:39:26.276348,2026-01-05 15:07:29.357803,20,0.3218,LOW,none
S29,341,360,2026-01-05 15:08:55.906859,2026-01-05 15:38:06.950400,20,0.3524,LOW,none
S29,361,380,2026-01-05 15:39:49.206384,2026-01-05 16:07:05.105793,20,0.2957,LOW,none
S29,381,400,2026-01-05 16:09:10.413924,2026-01-05 16:38:24.771472,20,0.3562,LOW,none
S30,1,20,2026-01-05 06:40:04.788918,2026-01-05 07:08:54.553209,20,0.3342,LOW,none
S30,21,40,2026-01-05 07:09:54.994096,2026-01-05 07:38:37.745529,20,0.3817,LOW,none
S30,41,60,2026-01-05 07:40:21.893302,2026-01-05 08:09:14.195658,20,0.4235,LOW,none
S30,61,80,2026-01-05 08:09:44.288412,2026-01-05 08:38:42.447091,20,0.3758,LOW,none
S30,81,100,2026-01-05 08:40:21.641305,2026-01-05 09:08:37.442386,20,0.4271,LOW,none
S30,101,120,2026-01-05 09:10:40.703287,2026-01-05 09:38:24.982709,20,0.425,LOW,none
S30,121,140,2026-01-05 09:40:31.063529,2026-01-05 10:09:11.278928,20,0.3564,LOW,none
S30,141,160,2026-01-05 10:10:13.560898,2026-01-05 10:39:08.808886,20,0.4483,LOW,none
S30,161,180,2026-01-05 10:40:20.827153,2026-01-05 11:08:32.834837,20,0.4142,LOW,none
S30,181,200,2026-01-05 11:09:55.846532,2026-01-05 11:38:55.735757,20,0.4743,LOW,none
S30,201,220,2026-01-05 11:41:19.723274,2026-01-05 12:09:26.071708,20,0.4781,LOW,none
S30,221,240,2026-01-05 12:10:50.175022,2026-01-05 12:39:07.940952,20,0.4205,LOW,none
S30,241,260,2026-01-05 12:40:45.780517,2026-01-05 13:09:00.499955,20,0.4357,LOW,none
S30,261,280,2026-01-05 13:10:39.068818,2026-01-05 13:39:12.621461,20,0.4139,LOW,none
S30,281,300,2026-01-05 13:40:33.280684,2026-01-05 14:08:33.014324,20,0.4598,LOW,none
S30,301,320,2026-01-05 14:10:26.426096,2026-01-05 14:40:02.642035,20,0.3169,LOW,none
S30,321,340,2026-01-05 14:40:38.866525,2026-01-05 15:08:47.639299,20,0.4104,LOW,none
S30,341,360,2026-01-05 15:10:10.035112,2026-01-05 15:39:17.212731,20,0.5018,LOW,none
S30,361,380,2026-01-05 15:41:04.146046,2026-01-05 16:08:24.060996,20,0.3712,LOW,none
S30,381,400,2026-01-05 16:10:22.792836,2026-01-05 16:39:35.848506,20,0.3825,LOW,none
