vehicle_id,timestamp,station_id,station_type,cycle_time,queue_length,throughput,torque,temperature,vibration,part_quality,operator_variation,sensor_coverage,inspection_result,defect
V00212,2026-01-05 11:36:46.505239,S15,Paint,94.52,2.64,40.79,97.01,59.34,0.506,0.949,0.043,HIGH,,False
V00212,2026-01-05 11:38:21.023272,S16,Paint,90.14,3.06,39.57,,,0.755,0.94,0.015,PARTIAL,,False
V00212,2026-01-05 11:39:51.168207,S17,Paint,99.79,0.93,41.31,95.21,59.35,0.598,1.0,0.049,HIGH,,False
V00212,2026-01-05 11:41:30.962866,S18,Paint,94.2,1.56,36.65,93.97,60.7,,0.95,0.044,PARTIAL,,False
V00212,2026-01-05 11:43:05.158060,S19,Paint,105.15,2.95,37.4,,,,0.957,-0.034,MANUAL,,False
V00212,2026-01-05 11:44:50.307480,S20,Paint,83.37,4.04,40.69,107.49,59.75,0.537,0.951,-0.02,HIGH,PASS,False
V00212,2026-01-05 11:46:13.678215,S21,Final Assembly,64.19,2.02,50.39,,,,0.929,0.086,MANUAL,,False
V00212,2026-01-05 11:47:17.868869,S22,Final Assembly,65.54,2.26,49.03,100.5,24.62,0.464,0.862,-0.002,HIGH,PASS,False
V00212,2026-01-05 11:48:23.408102,S23,Final Assembly,78.97,3.95,49.58,,,,0.922,0.041,MANUAL,,False
V00212,2026-01-05 11:49:42.378241,S24,Final Assembly,69.24,2.69,45.55,,24.49,,0.921,-0.052,PARTIAL,,False
V00212,2026-01-05 11:50:51.620498,S25,Final Assembly,67.24,3.75,58.58,,,,0.837,0.119,MANUAL,,False
V00212,2026-01-05 11:51:58.858732,S26,Final Assembly,68.11,0.55,53.48,,,,0.929,-0.148,MANUAL,,False
V00212,2026-01-05 11:53:06.967389,S27,Final Assembly,72.72,2.2,53.12,105.01,,0.574,0.924,-0.154,PARTIAL,,False
V00212,2026-01-05 11:54:19.683740,S28,Final Assembly,75.07,3.88,49.95,,,,0.91,0.144,MANUAL,,False
V00212,2026-01-05 11:55:34.753334,S29,Final Assembly,77.56,2.71,45.59,,,,0.936,-0.155,MANUAL,,False
V00212,2026-01-05 11:56:52.309249,S30,Final Assembly,60.2,2.3,54.87,105.76,21.58,0.598,0.95,-0.019,HIGH,PASS,False
V00213,2026-01-05 11:19:30.000000,S01,Body Construction,77.91,1.95,48.84,94.76,22.54,0.588,0.899,-0.036,HIGH,,False
V00213,2026-01-05 11:20:47.905912,S02,Body Construction,76.8,1.35,49.57,100.64,24.25,,0.958,0.001,HIGH,,False
V00213,2026-01-05 11:22:04.702460,S03,Body Construction,74.18,1.88,45.65,89.84,22.54,0.305,0.911,-0.023,HIGH,,False
V00213,2026-01-05 11:23:18.886936,S04,Body Construction,82.44,2.57,44.28,103.67,23.61,,0.86,0.03,PARTIAL,,False
V00213,2026-01-05 11:24:41.323130,S05,Body Construction,70.82,2.56,55.81,100.42,24.42,0.381,0.96,-0.005,HIGH,,False
V00213,2026-01-05 11:25:52.147083,S06,Body Construction,80.37,0.72,49.32,95.45,24.75,0.468,0.983,-0.016,HIGH,,False
V00213,2026-01-05 11:27:12.517579,S07,Body Construction,74.21,3.61,45.45,89.92,,0.569,0.946,0.009,PARTIAL,,False
V00213,2026-01-05 11:28:26.727363,S08,Body Construction,83.65,4.66,38.28,102.54,,,0.926,-0.04,PARTIAL,,False
V00213,2026-01-05 11:29:50.376454,S09,Body Construction,82.39,1.4,42.9,96.6,24.56,0.407,0.971,0.054,HIGH,,False
V00213,2026-01-05 11:31:12.767666,S10,Body Construction,67.27,2.17,52.3,94.69,23.64,0.59,0.92,0.014,HIGH,PASS,False
V00213,2026-01-05 11:32:20.037477,S11,Paint,94.08,2.24,41.12,94.34,60.08,0.561,0.881,-0.025,HIGH,,False
V00213,2026-01-05 11:33:54.118977,S12,Paint,93.5,2.59,39.09,,62.79,0.466,0.935,0.106,PARTIAL,,False
V00213,2026-01-05 11:35:27.614637,S13,Paint,102.02,3.44,38.29,,,,0.973,0.04,PARTIAL,,False
V00213,2026-01-05 11:37:09.636682,S14,Paint,87.06,3.68,34.8,,,,0.951,-0.059,MANUAL,,False
V00213,2026-01-05 11:38:36.700877,S15,Paint,73.95,2.61,41.87,102.27,59.08,0.528,1.0,0.035,HIGH,,False
V00213,2026-01-05 11:39:50.654932,S16,Paint,78.8,4.98,41.89,,,0.559,0.885,0.032,PARTIAL,,False
V00213,2026-01-05 11:41:09.458278,S17,Paint,102.11,2.73,40.69,97.46,58.96,0.611,0.889,0.032,HIGH,,False
V00213,2026-01-05 11:42:51.571872,S18,Paint,100.56,3.25,36.47,105.11,59.53,,1.0,0.016,PARTIAL,,False
V00213,2026-01-05 11:44:32.131289,S19,Paint,98.03,2.6,33.42,,,,0.968,0.089,MANUAL,,False
V00213,2026-01-05 11:46:10.158043,S20,Paint,81.07,2.52,40.64,102.24,61.07,0.494,0.892,0.023,HIGH,PASS,False
V00213,2026-01-05 11:47:31.227029,S21,Final Assembly,66.62,1.88,55.36,,,,0.902,-0.138,MANUAL,,False
V00213,2026-01-05 11:48:37.851574,S22,Final Assembly,62.53,2.58,48.1,102.81,22.46,,0.965,0.05,HIGH,PASS,False
V00213,2026-01-05 11:49:40.386446,S23,Final Assembly,65.52,3.75,44.55,,,,0.884,0.129,MANUAL,,False
V00213,2026-01-05 11:50:45.905501,S24,Final Assembly,80.32,2.72,46.26,,22.52,,0.943,-0.052,PARTIAL,,False
V00213,2026-01-05 11:52:06.221774,S25,Final Assembly,71.11,2.46,57.71,,,,1.0,-0.055,MANUAL,,False
V00213,2026-01-05 11:53:17.328629,S26,Final Assembly,66.95,2.12,51.45,,,,0.92,0.016,MANUAL,,False
V00213,2026-01-05 11:54:24.278630,S27,Final Assembly,70.87,1.56,52.93,101.04,,0.451,0.973,0.052,PARTIAL,,False
V00213,2026-01-05 11:55:35.146496,S28,Final Assembly,79.58,1.74,46.67,,,,0.873,0.064,MANUAL,,False
V00213,2026-01-05 11:56:54.723414,S29,Final Assembly,69.05,2.86,46.78,,,,0.984,-0.005,MANUAL,,False
V00213,2026-01-05 11:58:03.769415,S30,Final Assembly,66.46,2.94,56.15,106.07,25.35,0.244,0.922,0.045,HIGH,PASS,False
V00214,2026-01-05 11:21:00.000000,S01,Body Construction,73.02,2.06,51.67,94.6,24.61,0.534,0.951,0.01,HIGH,,False
V00214,2026-01-05 11:22:13.020350,S02,Body Construction,75.46,2.45,47.66,99.09,23.35,0.429,0.952,-0.039,HIGH,,False
V00214,2026-01-05 11:23:28.479986,S03,Body Construction,82.27,1.79,45.43,100.73,25.78,0.68,0.972,0.002,HIGH,,False
V00214,2026-01-05 11:24:50.745298,S04,Body Construction,85.93,0.38,44.7,97.31,23.3,,0.945,0.057,PARTIAL,,False
V00214,2026-01-05 11:26:16.678331,S05,Body Construction,77.01,1.88,49.67,105.69,25.52,0.547,1.0,-0.008,HIGH,,False
V00214,2026-01-05 11:27:33.691082,S06,Body Construction,80.01,1.07,45.96,95.03,24.0,0.407,0.935,0.019,HIGH,,False
V00214,2026-01-05 11:28:53.696164,S07,Body Construction,77.61,1.89,49.08,97.0,,0.565,0.913,0.024,PARTIAL,,False
V00214,2026-01-05 11:30:11.304343,S08,Body Construction,94.82,4.44,36.8,98.09,,,0.865,0.048,PARTIAL,,False
V00214,2026-01-05 11:31:46.125851,S09,Body Construction,77.39,3.35,41.74,100.83,24.78,0.475,0.939,0.037,HIGH,,False
V00214,2026-01-05 11:33:03.513738,S10,Body Construction,71.98,1.73,47.62,100.75,24.18,0.412,0.936,0.02,HIGH,PASS,False
V00214,2026-01-05 11:34:15.492185,S11,Paint,87.79,5.11,41.81,101.16,61.67,0.404,0.898,-0.039,HIGH,,False
V00214,2026-01-05 11:35:43.285537,S12,Paint,91.58,2.31,38.3,,61.64,0.619,0.912,0.089,PARTIAL,,False
V00214,2026-01-05 11:37:14.861826,S13,Paint,99.26,3.88,35.6,100.56,,,0.926,0.022,PARTIAL,,False
V00214,2026-01-05 11:38:54.122724,S14,Paint,101.68,4.25,34.59,,,,0.937,0.15,MANUAL,,False
V00214,2026-01-05 11:40:35.798199,S15,Paint,85.7,3.61,43.4,91.93,59.48,0.65,0.958,0.026,HIGH,,False
V00214,2026-01-05 11:42:01.493790,S16,Paint,91.77,3.08,41.46,,,0.604,0.915,0.041,PARTIAL,,False
V00214,2026-01-05 11:43:33.268611,S17,Paint,84.23,3.22,38.53,95.45,60.04,0.513,0.859,-0.035,HIGH,,False
V00214,2026-01-05 11:44:57.498334,S18,Paint,97.92,3.33,37.06,100.2,59.35,,0.874,-0.035,PARTIAL,,False
V00214,2026-01-05 11:46:35.416089,S19,Paint,100.74,3.99,35.51,,,,1.0,0.075,MANUAL,,False
V00214,2026-01-05 11:48:16.159013,S20,Paint,87.24,2.42,41.81,100.72,60.6,0.469,0.911,-0.03,HIGH,PASS,False
V00214,2026-01-05 11:49:43.395993,S21,Final Assembly,68.7,0.68,51.41,,,,0.886,0.172,MANUAL,,False
V00214,2026-01-05 11:50:52.092470,S22,Final Assembly,69.41,1.67,48.16,100.4,24.53,,0.881,-0.011,HIGH,FAIL,True
V00214,2026-01-05 11:52:01.504438,S23,Final Assembly,72.06,0.85,49.39,,,,0.982,-0.109,MANUAL,,False
V00214,2026-01-05 11:53:13.561609,S24,Final Assembly,69.0,3.22,49.64,,25.63,,0.853,-0.052,PARTIAL,,False
V00214,2026-01-05 11:54:22.560734,S25,Final Assembly,61.94,2.88,53.11,,,,0.946,-0.104,MANUAL,,False
V00214,2026-01-05 11:55:24.496214,S26,Final Assembly,70.76,2.31,52.72,,,,0.978,0.112,MANUAL,,False
V00214,2026-01-05 11:56:35.257162,S27,Final Assembly,67.54,2.28,48.35,104.49,,0.472,0.891,0.077,PARTIAL,,False
V00214,2026-01-05 11:57:42.792565,S28,Final Assembly,82.9,3.56,48.4,,,,0.98,0.279,MANUAL,,False
V00214,2026-01-05 11:59:05.696896,S29,Final Assembly,77.9,0.57,46.85,,,,0.897,-0.065,MANUAL,,False
V00214,2026-01-05 12:00:23.594246,S30,Final Assembly,73.4,2.13,55.82,107.2,21.29,0.452,0.904,-0.052,HIGH,PASS,False
V00215,2026-01-05 11:22:30.000000,S01,Body Construction,61.08,2.26,49.33,93.35,25.67,0.443,0.974,-0.004,HIGH,,False
V00215,2026-01-05 11:23:31.076909,S02,Body Construction,82.65,2.47,47.53,100.73,23.75,0.419,0.924,-0.001,HIGH,,False
V00215,2026-01-05 11:24:53.731435,S03,Body Construction,83.14,0.49,48.83,101.35,24.53,0.347,0.935,0.02,HIGH,,False
V00215,2026-01-05 11:26:16.874836,S04,Body Construction,80.55,2.42,44.95,100.94,23.93,,0.982,0.024,PARTIAL,,False
V00215,2026-01-05 11:27:37.425513,S05,Body Construction,66.59,1.91,52.98,99.4,24.66,0.489,0.897,0.048,HIGH,,False
V00215,2026-01-05 11:28:44.015874,S06,Body Construction,75.08,1.76,48.15,102.52,25.17,0.408,0.942,-0.014,HIGH,,False
V00215,2026-01-05 11:29:59.096665,S07,Body Construction,83.94,2.29,45.95,105.89,,,0.842,0.066,PARTIAL,,False
V00215,2026-01-05 11:31:23.037859,S08,Body Construction,78.11,4.84,36.58,112.68,,,0.925,-0.049,PARTIAL,,False
V00215,2026-01-05 11:32:41.150955,S09,Body Construction,73.75,3.07,41.35,104.8,25.21,0.628,0.876,-0.013,HIGH,,False
V00215,2026-01-05 11:33:54.902824,S10,Body Construction,69.03,5.07,50.07,97.81,22.74,0.494,0.912,0.016,HIGH,PASS,False
V00215,2026-01-05 11:35:03.937162,S11,Paint,85.28,4.01,40.41,95.27,60.75,0.453,0.941,-0.055,HIGH,,False
V00215,2026-01-05 11:36:29.219832,S12,Paint,94.55,3.15,38.44,,59.1,0.591,0.972,-0.05,PARTIAL,,False
V00215,2026-01-05 11:38:03.766709,S13,Paint,101.35,2.66,37.82,96.9,,,0.945,-0.049,PARTIAL,,False
V00215,2026-01-05 11:39:45.120386,S14,Paint,97.65,3.57,35.2,,,,0.959,-0.045,MANUAL,,False
V00215,2026-01-05 11:41:22.773091,S15,Paint,79.47,2.84,40.58,100.82,58.69,0.486,1.0,0.007,HIGH,,False
V00215,2026-01-05 11:42:42.246369,S16,Paint,86.27,1.41,40.65,,,0.528,0.988,0.04,PARTIAL,,False
V00215,2026-01-05 11:44:08.518741,S17,Paint,85.64,3.07,39.83,99.66,60.17,0.558,0.916,0.001,HIGH,,False
V00215,2026-01-05 11:45:34.162441,S18,Paint,91.79,4.24,39.11,102.03,,,0.902,0.022,PARTIAL,,False
V00215,2026-01-05 11:47:05.956751,S19,Paint,92.29,4.18,34.0,,,,0.857,-0.003,MANUAL,,False
V00215,2026-01-05 11:48:38.250910,S20,Paint,76.4,2.38,41.73,101.51,58.59,0.345,0.913,0.003,HIGH,PASS,False
V00215,2026-01-05 11:49:54.649068,S21,Final Assembly,72.71,0.78,55.62,,,,0.913,0.099,MANUAL,,False
V00215,2026-01-05 11:51:07.356655,S22,Final Assembly,73.69,2.1,51.03,100.74,24.59,0.42,0.892,-0.009,HIGH,PASS,False
V00215,2026-01-05 11:52:21.046526,S23,Final Assembly,77.08,2.57,48.32,,,,0.943,-0.072,MANUAL,,False
V00215,2026-01-05 11:53:38.124667,S24,Final Assembly,80.35,1.93,45.68,,24.9,,0.935,0.034,PARTIAL,,False
V00215,2026-01-05 11:54:58.473660,S25,Final Assembly,67.34,1.95,56.36,,,,0.919,-0.001,MANUAL,,False
V00215,2026-01-05 11:56:05.817100,S26,Final Assembly,70.71,3.71,53.84,,,,0.903,0.126,MANUAL,,False
V00215,2026-01-05 11:57:16.530353,S27,Final Assembly,66.31,2.8,50.0,99.37,,0.488,0.971,-0.004,PARTIAL,,False
V00215,2026-01-05 11:58:22.839195,S28,Final Assembly,89.53,2.57,46.9,,,,0.964,-0.084,MANUAL,,False
V00215,2026-01-05 11:59:52.372861,S29,Final Assembly,72.97,3.09,46.02,,,,0.963,0.055,MANUAL,,False
V00215,2026-01-05 12:01:05.342155,S30,Final Assembly,61.69,2.53,53.72,102.07,24.44,0.451,0.893,0.032,HIGH,PASS,False
V00216,2026-01-05 11:24:00.000000,S01,Body Construction,64.99,2.34,48.27,102.61,24.43,0.589,0.878,0.036,HIGH,,False
V00216,2026-01-05 11:25:04.986298,S02,Body Construction,74.64,0.86,43.88,97.11,23.08,0.533,0.999,-0.027,HIGH,,False
V00216,2026-01-05 11:26:19.629934,S03,Body Construction,79.44,1.55,44.22,101.06,24.02,0.481,0.903,0.002,HIGH,,False
V00216,2026-01-05 11:27:39.066165,S04,Body Construction,78.86,3.54,44.23,100.71,25.57,,0.911,0.01,PARTIAL,,False
V00216,2026-01-05 11:28:57.927087,S05,Body Construction,73.32,2.95,51.76,103.17,20.72,0.509,0.907,0.002,HIGH,,False
V00216,2026-01-05 11:30:11.250719,S06,Body Construction,74.56,3.0,47.27,95.62,23.27,0.363,1.0,0.026,HIGH,,False
V00216,2026-01-05 11:31:25.808694,S07,Body Construction,72.46,2.01,46.75,98.55,,0.443,0.985,-0.089,PARTIAL,,False
V00216,2026-01-05 11:32:38.272927,S08,Body Construction,96.96,5.36,38.03,105.06,,,0.915,0.087,PARTIAL,,False
V00216,2026-01-05 11:34:15.230537,S09,Body Construction,80.03,2.27,41.14,,25.3,0.458,0.882,0.037,HIGH,,False
V00216,2026-01-05 11:35:35.258478,S10,Body Construction,64.51,2.5,48.18,103.55,23.22,0.382,0.884,-0.002,HIGH,PASS,False
V00216,2026-01-05 11:36:39.773126,S11,Paint,94.7,4.08,38.77,105.76,60.37,0.437,0.969,-0.02,HIGH,,False
V00216,2026-01-05 11:38:14.476029,S12,Paint,96.67,2.7,37.57,,58.6,0.599,0.964,-0.011,PARTIAL,,False
V00216,2026-01-05 11:39:51.143310,S13,Paint,93.79,2.0,38.55,89.46,,,0.926,-0.081,PARTIAL,,False
V00216,2026-01-05 11:41:24.930080,S14,Paint,97.48,3.06,35.93,,,,0.967,-0.113,MANUAL,,False
V00216,2026-01-05 11:43:02.407288,S15,Paint,82.77,3.0,41.2,104.98,58.53,0.541,0.982,-0.022,HIGH,,False
V00216,2026-01-05 11:44:25.175699,S16,Paint,96.27,3.21,40.69,,,0.509,0.86,0.025,PARTIAL,,False
V00216,2026-01-05 11:46:01.446774,S17,Paint,94.41,2.7,35.75,99.72,58.65,0.378,0.852,0.014,HIGH,,False
V00216,2026-01-05 11:47:35.853827,S18,Paint,110.71,2.54,38.03,100.41,59.92,,0.882,0.006,PARTIAL,,False
V00216,2026-01-05 11:49:26.565871,S19,Paint,107.88,3.56,35.99,,,,0.95,0.136,MANUAL,,False
V00216,2026-01-05 11:51:14.442857,S20,Paint,86.5,3.01,43.11,92.38,59.91,0.329,0.936,-0.056,HIGH,PASS,False
V00216,2026-01-05 11:52:40.942461,S21,Final Assembly,68.92,2.35,54.15,,,,0.993,0.125,MANUAL,,False
V00216,2026-01-05 11:53:49.863949,S22,Final Assembly,72.83,2.62,51.85,108.54,23.35,0.605,0.927,-0.048,HIGH,PASS,False
V00216,2026-01-05 11:55:02.690248,S23,Final Assembly,80.52,3.28,48.4,,,,0.968,-0.058,MANUAL,,False
V00216,2026-01-05 11:56:23.205252,S24,Final Assembly,77.12,2.1,46.98,,23.06,,0.933,-0.083,PARTIAL,,False
V00216,2026-01-05 11:57:40.327583,S25,Final Assembly,63.69,2.63,58.12,,,,0.933,0.008,MANUAL,,False
V00216,2026-01-05 11:58:44.019587,S26,Final Assembly,62.4,2.92,52.01,,,,0.926,-0.021,MANUAL,,False
V00216,2026-01-05 11:59:46.423963,S27,Final Assembly,71.52,0.92,49.32,99.76,,0.638,0.98,-0.06,PARTIAL,,False
V00216,2026-01-05 12:00:57.947802,S28,Final Assembly,84.96,2.69,48.49,,,,0.913,0.036,MANUAL,,False
V00216,2026-01-05 12:02:22.910299,S29,Final Assembly,80.85,3.65,46.11,,,,0.906,0.006,MANUAL,,False
V00216,2026-01-05 12:03:43.763922,S30,Final Assembly,58.48,2.93,54.87,106.76,23.68,0.602,0.961,0.031,HIGH,PASS,False
V00217,2026-01-05 11:25:30.000000,S01,Body Construction,67.98,4.13,50.08,102.69,22.44,0.454,0.888,0.005,HIGH,,False
V00217,2026-01-05 11:26:37.976246,S02,Body Construction,69.72,2.54,49.05,104.54,24.23,0.458,0.948,-0.003,HIGH,,False
V00217,2026-01-05 11:27:47.691997,S03,Body Construction,70.14,1.51,46.65,93.76,23.76,0.283,0.959,0.019,HIGH,,False
V00217,2026-01-05 11:28:57.829896,S04,Body Construction,86.66,2.18,42.78,97.69,24.86,,0.88,-0.001,PARTIAL,,False
V00217,2026-01-05 11:30:24.489983,S05,Body Construction,70.57,2.75,52.45,102.35,23.58,0.469,0.964,0.029,HIGH,,False
V00217,2026-01-05 11:31:35.063705,S06,Body Construction,77.31,1.86,49.42,99.65,23.29,0.3,0.912,-0.026,HIGH,,False
V00217,2026-01-05 11:32:52.372428,S07,Body Construction,63.66,1.54,48.48,102.27,,0.442,0.884,0.03,PARTIAL,,False
V00217,2026-01-05 11:33:56.028600,S08,Body Construction,92.22,3.93,38.2,104.7,,,0.873,-0.055,PARTIAL,,False
V00217,2026-01-05 11:35:28.250680,S09,Body Construction,86.25,3.27,42.39,104.13,23.39,0.359,0.927,0.032,HIGH,,False
V00217,2026-01-05 11:36:54.503306,S10,Body Construction,75.33,3.15,51.17,102.37,25.42,0.528,0.938,-0.043,HIGH,PASS,False
V00217,2026-01-05 11:38:09.831064,S11,Paint,95.16,1.44,41.01,89.6,59.89,0.658,0.925,0.014,HIGH,,False
V00217,2026-01-05 11:39:44.993538,S12,Paint,87.92,2.84,38.65,,59.21,0.608,0.92,0.007,PARTIAL,,False
V00217,2026-01-05 11:41:12.916568,S13,Paint,99.53,2.49,34.83,103.52,,,1.0,0.072,PARTIAL,,False
V00217,2026-01-05 11:42:52.449357,S14,Paint,113.61,2.02,35.91,,,,0.998,-0.162,MANUAL,,False
V00217,2026-01-05 11:44:46.059859,S15,Paint,89.61,3.01,42.31,99.88,60.77,0.595,0.925,-0.036,HIGH,,False
V00217,2026-01-05 11:46:15.668764,S16,Paint,82.38,3.83,40.12,,,0.372,0.929,0.075,PARTIAL,,False
V00217,2026-01-05 11:47:38.048181,S17,Paint,92.34,1.59,39.72,106.24,60.07,0.733,0.959,0.09,HIGH,,False
V00217,2026-01-05 11:49:10.385886,S18,Paint,104.87,3.96,36.42,97.44,59.77,,0.925,-0.012,PARTIAL,,False
V00217,2026-01-05 11:50:55.252146,S19,Paint,97.12,3.53,34.84,,,,0.892,0.007,MANUAL,,False
V00217,2026-01-05 11:52:32.372933,S20,Paint,84.5,2.63,41.78,101.41,61.15,0.396,0.922,-0.018,HIGH,PASS,False
V00217,2026-01-05 11:53:56.874054,S21,Final Assembly,69.1,1.55,53.88,,,,0.917,-0.067,MANUAL,,False
V00217,2026-01-05 11:55:05.972291,S22,Final Assembly,74.08,1.04,51.12,106.94,25.23,0.434,0.988,0.011,HIGH,PASS,False
V00217,2026-01-05 11:56:20.051091,S23,Final Assembly,78.8,2.75,48.29,,,,0.935,0.036,MANUAL,,False
V00217,2026-01-05 11:57:38.853226,S24,Final Assembly,74.03,2.05,44.9,,24.51,,0.94,0.044,PARTIAL,,False
V00217,2026-01-05 11:58:52.882894,S25,Final Assembly,66.87,2.67,55.21,,,,0.991,-0.061,MANUAL,,False
V00217,2026-01-05 11:59:59.749048,S26,Final Assembly,64.39,2.73,54.86,,,,0.97,-0.031,MANUAL,,False
V00217,2026-01-05 12:01:04.137397,S27,Final Assembly,73.68,3.31,51.0,99.23,,0.534,0.939,0.091,PARTIAL,,False
V00217,2026-01-05 12:02:17.821147,S28,Final Assembly,71.77,2.3,50.02,,,,0.981,-0.108,MANUAL,,False
V00217,2026-01-05 12:03:29.590015,S29,Final Assembly,74.51,2.65,45.84,,,,0.987,0.038,MANUAL,,False
V00217,2026-01-05 12:04:44.097829,S30,Final Assembly,65.61,3.14,57.59,100.73,24.24,0.601,0.875,0.0,HIGH,PASS,False
V00218,2026-01-05 11:27:00.000000,S01,Body Construction,64.71,2.73,50.91,,23.54,0.411,0.9,-0.016,HIGH,,False
V00218,2026-01-05 11:28:04.707485,S02,Body Construction,78.78,3.0,48.15,99.24,24.72,0.207,0.98,0.004,HIGH,,False
V00218,2026-01-05 11:29:23.488827,S03,Body Construction,79.81,0.61,47.78,102.95,22.41,0.551,0.951,-0.005,HIGH,,False
V00218,2026-01-05 11:30:43.297746,S04,Body Construction,75.64,1.95,42.64,100.81,,,0.883,-0.003,PARTIAL,,False
V00218,2026-01-05 11:31:58.935328,S05,Body Construction,69.37,1.21,53.1,101.18,24.47,0.315,0.943,0.023,HIGH,,False
V00218,2026-01-05 11:33:08.304559,S06,Body Construction,68.08,2.01,49.5,115.12,24.39,,0.94,0.034,HIGH,,False
V00218,2026-01-05 11:34:16.386794,S07,Body Construction,68.37,0.33,45.74,104.34,,0.611,0.923,-0.016,PARTIAL,,False
V00218,2026-01-05 11:35:24.753521,S08,Body Construction,92.54,6.35,38.8,103.3,,,0.912,-0.028,PARTIAL,,False
V00218,2026-01-05 11:36:57.296078,S09,Body Construction,86.01,1.82,43.41,94.94,23.93,0.679,0.969,-0.011,HIGH,,False
V00218,2026-01-05 11:38:23.307213,S10,Body Construction,67.82,1.76,48.71,102.96,26.07,0.51,0.927,0.003,HIGH,PASS,False
V00218,2026-01-05 11:39:31.129138,S11,Paint,84.44,3.56,40.0,100.7,59.57,0.553,0.875,0.042,HIGH,,False
V00218,2026-01-05 11:40:55.566625,S12,Paint,93.6,2.56,39.14,,60.1,0.626,0.941,-0.067,PARTIAL,,False
V00218,2026-01-05 11:42:29.169003,S13,Paint,100.38,3.58,35.32,101.46,,,0.929,-0.038,PARTIAL,,False
V00218,2026-01-05 11:44:09.551580,S14,Paint,90.26,2.1,34.96,,,,0.975,-0.067,MANUAL,,False
V00218,2026-01-05 11:45:39.810029,S15,Paint,84.07,4.16,41.48,111.4,60.09,0.475,0.984,-0.021,HIGH,,False
V00218,2026-01-05 11:47:03.880265,S16,Paint,86.69,4.29,39.99,,,0.601,0.928,0.064,PARTIAL,,False
V00218,2026-01-05 11:48:30.569687,S17,Paint,92.06,2.66,37.94,100.04,60.46,0.504,0.888,-0.013,HIGH,,False
V00218,2026-01-05 11:50:02.627270,S18,Paint,97.06,2.75,39.22,100.21,59.56,,0.906,-0.049,PARTIAL,,False
V00218,2026-01-05 11:51:39.685846,S19,Paint,104.63,4.23,35.16,,,,0.896,-0.089,MANUAL,,False
V00218,2026-01-05 11:53:24.313447,S20,Paint,84.26,2.06,39.51,95.45,59.05,0.442,0.941,-0.025,HIGH,PASS,False
V00218,2026-01-05 11:54:48.572795,S21,Final Assembly,76.72,2.2,52.61,,,,0.938,-0.093,MANUAL,,False
V00218,2026-01-05 11:56:05.290386,S22,Final Assembly,73.38,3.74,47.79,100.95,23.64,0.533,0.985,0.008,HIGH,PASS,False
V00218,2026-01-05 11:57:18.668088,S23,Final Assembly,73.83,2.79,47.85,,,,0.885,0.119,MANUAL,,False
V00218,2026-01-05 11:58:32.494988,S24,Final Assembly,83.44,1.11,45.96,,23.9,,0.876,0.021,PARTIAL,,False
V00218,2026-01-05 11:59:55.935612,S25,Final Assembly,63.7,1.91,56.12,,,,1.0,-0.233,MANUAL,,False
V00218,2026-01-05 12:00:59.633562,S26,Final Assembly,67.96,1.61,51.47,,,,0.956,-0.118,MANUAL,,False
V00218,2026-01-05 12:02:07.594532,S27,Final Assembly,78.12,1.47,50.27,104.96,,0.489,0.93,-0.049,PARTIAL,,False
V00218,2026-01-05 12:03:25.717319,S28,Final Assembly,76.01,3.56,45.81,,,,0.906,0.008,MANUAL,,False
V00218,2026-01-05 12:04:41.729493,S29,Final Assembly,83.89,1.06,47.2,,,,0.93,-0.018,MANUAL,,False
V00218,2026-01-05 12:06:05.618390,S30,Final Assembly,67.72,1.62,53.06,94.33,24.91,0.383,0.879,0.057,HIGH,PASS,False
V00219,2026-01-05 11:28:30.000000,S01,Body Construction,78.84,2.28,50.36,95.58,22.35,0.5,0.967,-0.005,HIGH,,False
V00219,2026-01-05 11:29:48.841846,S02,Body Construction,78.78,1.93,47.8,105.64,24.34,0.694,0.921,0.04,HIGH,,False
V00219,2026-01-05 11:31:07.618928,S03,Body Construction,81.76,0.54,47.5,96.62,25.05,0.426,0.927,0.02,HIGH,,False
V00219,2026-01-05 11:32:29.380002,S04,Body Construction,77.95,1.81,43.44,,22.68,,0.909,0.002,PARTIAL,,False
V00219,2026-01-05 11:33:47.334712,S05,Body Construction,77.42,2.3,50.56,98.39,23.45,0.422,0.942,0.017,HIGH,,False
V00219,2026-01-05 11:35:04.754954,S06,Body Construction,71.39,1.24,51.34,104.52,23.57,0.417,0.909,-0.046,HIGH,,False
V00219,2026-01-05 11:36:16.140821,S07,Body Construction,74.47,1.46,47.26,100.37,,0.381,0.872,0.012,PARTIAL,,False
V00219,2026-01-05 11:37:30.615399,S08,Body Construction,91.02,3.9,39.88,100.47,,,0.941,0.01,PARTIAL,,False
V00219,2026-01-05 11:39:01.633819,S09,Body Construction,85.3,3.64,42.96,105.26,23.35,0.407,0.957,-0.037,HIGH,,False
V00219,2026-01-05 11:40:26.938435,S10,Body Construction,66.61,3.51,47.8,97.3,24.49,0.683,0.889,-0.063,HIGH,PASS,False
V00219,2026-01-05 11:41:33.546454,S11,Paint,85.65,3.0,40.48,103.12,59.97,0.544,0.922,-0.01,HIGH,,False
V00219,2026-01-05 11:42:59.195188,S12,Paint,92.91,3.46,37.96,,59.12,0.605,0.945,0.023,PARTIAL,,False
V00219,2026-01-05 11:44:32.104337,S13,Paint,91.5,2.8,37.78,107.53,,,0.913,-0.051,PARTIAL,,False
